task_code	cond_code	n_rep	task_name	cond_name	instruction	common	names	cond_num	sess	cond	cortical_act	cerebellar_act	dataset
gng	ngo	16.0	GoNoGo	NoGo	0.0	0.0	gng_ngo	1	ses-s1	gng_ngo	-0.02478112566357581	-0.0072812740860060746	MDTB
gng	go	16.0	GoNoGo	Go	0.0	0.0	gng_go	2	ses-s1	gng_go	-0.025439901413026746	0.0048739570114628905	MDTB
tom	task	16.0	ToM	ToM	0.0	1.0	tom_task	3	ses-s1	tom_task	0.03364464824931209	0.022042840451986012	MDTB
actobserv	action	16.0	actionObservation	VideoAct	0.0	1.0	actobserv_action	4	ses-s1	actobserv_action	0.045552843516375896	-0.004459857888853399	MDTB
actobserv	knot	16.0	actionObservation	VideoKnots	0.0	1.0	actobserv_knot	5	ses-s1	actobserv_knot	0.042989589982754775	0.004119175537026086	MDTB
affect	unpleasant	16.0	affective	UnpleasantScenes	0.0	0.0	affect_unpleasant	6	ses-s1	affect_unpleasant	0.01644720876610941	-0.016597465353054355	MDTB
affect	pleasant	16.0	affective	PleasantScenes	0.0	0.0	affect_pleasant	7	ses-s1	affect_pleasant	0.0077974134317734985	-0.012023439429882352	MDTB
arith	math	16.0	arithmetic	Math	0.0	0.0	arith_math	8	ses-s1	arith_math	-0.02903176445941846	0.003631148043335586	MDTB
arith	digitjudgement	16.0	arithmetic	DigitJudgement	0.0	0.0	arith_digitjudgement	9	ses-s1	arith_digitjudgement	-0.032618209599745755	-0.018508058811666478	MDTB
checkbrd	task	16.0	checkerBoard	CheckerBoard	0.0	0.0	checkbrd_task	10	ses-s1	checkbrd_task	0.037198531354963954	-0.007831458776713264	MDTB
emotface	sad	16.0	emotional	SadFaces	0.0	0.0	emotface_sad	11	ses-s1	emotface_sad	0.012312666996515094	-0.023677381222367688	MDTB
emotface	happy	16.0	emotional	HappyFaces	0.0	0.0	emotface_happy	12	ses-s1	emotface_happy	0.011264427813472208	-0.02276640608139424	MDTB
intrval	task	16.0	intervalTiming	IntervalTiming	0.0	0.0	intrval_task	13	ses-s1	intrval_task	-0.027377163748836048	0.009257896841376699	MDTB
mtrimgry	task	16.0	motorImagery	MotorImagery	0.0	0.0	mtrimgry_task	14	ses-s1	mtrimgry_task	-0.016745586510383926	-0.011190621442368074	MDTB
fingr	simple	16.0	motorSequence	FingerSimple	0.0	1.0	fingr_simple	15	ses-s1	fingr_simple	0.006987567552423827	0.020382582992065395	MDTB
fingr	sequence	16.0	motorSequence	FingerSeq	0.0	1.0	fingr_sequence	16	ses-s1	fingr_sequence	0.02189575914381432	0.04523415359797936	MDTB
nbckverb	2bcknrep	16.0	nBack	Verbal0Back	0.0	0.0	nbckverb_2bcknrep	17	ses-s1	nbckverb_2bcknrep	-0.03711976172254521	-0.00680069062367693	MDTB
nbckverb	2bckrep	16.0	nBack	Verbal2Back	0.0	0.0	nbckverb_2bckrep	18	ses-s1	nbckverb_2bckrep	-0.020437765262577397	0.016014839191035298	MDTB
nbckpic	2bcknrep	16.0	nBackPic	Object0Back	0.0	1.0	nbckpic_2bcknrep	19	ses-s1	nbckpic_2bcknrep	0.0003072662481668451	-0.005637136968101934	MDTB
nbckpic	2bckrep	16.0	nBackPic	Object2Back	0.0	1.0	nbckpic_2bckrep	20	ses-s1	nbckpic_2bckrep	-0.010078308343372904	0.0041238886708241575	MDTB
spatialnav	task	16.0	spatialNavigation	SpatialNavigation	0.0	1.0	spatialnav_task	21	ses-s1	spatialnav_task	0.0020493178629821117	-0.00852537617551397	MDTB
stroop	incon	16.0	stroop	StroopIncon	0.0	0.0	stroop_incon	22	ses-s1	stroop_incon	-0.017746767260405347	0.0040098527836941525	MDTB
stroop	con	16.0	stroop	StroopCon	0.0	0.0	stroop_con	23	ses-s1	stroop_con	-0.03303223398317353	-0.006385520307638986	MDTB
vrbgen	generate	16.0	verbGeneration	VerbGen	0.0	1.0	vrbgen_generate	24	ses-s1	vrbgen_generate	-0.009192103206523944	0.007844113455803218	MDTB
vrbgen	read	16.0	verbGeneration	WordRead	0.0	1.0	vrbgen_read	25	ses-s1	vrbgen_read	-0.010349886247345274	-0.01054347762456613	MDTB
vissearch	small	16.0	visualSearch	VisualSearchSmall	0.0	1.0	vissearch_small	26	ses-s1	vissearch_small	0.024224981577186347	0.007235478399183618	MDTB
vissearch	med	16.0	visualSearch	VisualSearchMed	0.0	1.0	vissearch_med	27	ses-s1	vissearch_med	0.01956570517848612	0.00906282635886172	MDTB
vissearch	large	16.0	visualSearch	VisualSearchLarge	0.0	1.0	vissearch_large	28	ses-s1	vissearch_large	0.035133492788786	0.016345549584906194	MDTB
rest	task	16.0	rest	rest	0.0	1.0	rest_task	29	ses-s1	rest_task	-0.023420843042192704	-0.011950138127736681	MDTB
cpro	task	16.0	CPRO	CPRO	0.0	0.0	cpro_task	1	ses-s2	cpro_task	-0.02384974301447575	-0.001607037875109141	MDTB
sntncpredict	nviolation	16.0	prediction	Prediction	0.0	0.0	sntncpredict_nviolation	2	ses-s2	sntncpredict_nviolation	-0.01922916435446268	-0.009666105104067754	MDTB
sntncpredict	violation	16.0	prediction	PredictViol	0.0	0.0	sntncpredict_violation	3	ses-s2	sntncpredict_violation	-0.02552952325401529	-0.014424764684411555	MDTB
sntncpredict	scrambeled	16.0	prediction	PredictScram	0.0	0.0	sntncpredict_scrambeled	4	ses-s2	sntncpredict_scrambeled	-0.015410398285379014	-0.009078739054238097	MDTB
vrbgen	generate	16.0	verbGeneration2	VerbGen	0.0	1.0	vrbgen_generate	5	ses-s2	vrbgen_generate	-0.01478988636292417	-8.358143991352912e-05	MDTB
vrbgen	read	16.0	verbGeneration2	WordRead	0.0	1.0	vrbgen_read	6	ses-s2	vrbgen_read	-0.020014092064755788	-0.014510893773622097	MDTB
spatialnav	task	16.0	spatialNavigation2	SpatialNavigation	0.0	1.0	spatialnav_task	7	ses-s2	spatialnav_task	-0.013871514815473699	-0.019081931470390646	MDTB
sptialmap	easy	16.0	spatialMap	SpatialMapEasy	0.0	0.0	sptialmap_easy	8	ses-s2	sptialmap_easy	0.002136355403674614	0.007462810246668057	MDTB
sptialmap	med	16.0	spatialMap	SpatialMapMed	0.0	0.0	sptialmap_med	9	ses-s2	sptialmap_med	0.018777910919948355	0.027876021293248628	MDTB
sptialmap	diff	16.0	spatialMap	SpatialMedDiff	0.0	0.0	sptialmap_diff	10	ses-s2	sptialmap_diff	0.031427534806030145	0.03512405929773457	MDTB
movie	nature	16.0	natureMovie	NatureMovie	0.0	0.0	movie_nature	11	ses-s2	movie_nature	0.027096218254149373	-0.02230434238000973	MDTB
movie	romance	16.0	romanceMovie	RomanceMovie	0.0	0.0	movie_romance	12	ses-s2	movie_romance	0.045370688972000896	-0.0035591395677471074	MDTB
movie	landscape	16.0	landscapeMovie	LandscapeMovie	0.0	0.0	movie_landscape	13	ses-s2	movie_landscape	0.011897775499119268	-0.022430232771865864	MDTB
fingr	simple	16.0	motorSequence2	FingerSimple	0.0	1.0	fingr_simple	14	ses-s2	fingr_simple	-0.006082705004175847	0.004518671200494958	MDTB
fingr	sequence	16.0	motorSequence2	FingerSeq	0.0	1.0	fingr_sequence	15	ses-s2	fingr_sequence	0.00670073468048147	0.038959550570190106	MDTB
mntalrot	easy	16.0	mentalRotation	MentalRotEasy	0.0	0.0	mntalrot_easy	16	ses-s2	mntalrot_easy	0.0070410440882464065	0.007861232716720443	MDTB
mntalrot	med	16.0	mentalRotation	MentalRotMed	0.0	0.0	mntalrot_med	17	ses-s2	mntalrot_med	0.010226208782555988	0.008365105179538337	MDTB
mntalrot	diff	16.0	mentalRotation	MentalRotDiff	0.0	0.0	mntalrot_diff	18	ses-s2	mntalrot_diff	0.021217561458214875	0.015714251930975174	MDTB
nbckpic	2bcknrep	16.0	nBackPic2	Object0Back	0.0	1.0	nbckpic_2bcknrep	19	ses-s2	nbckpic_2bcknrep	-0.014825433362195689	0.0013411816363346249	MDTB
nbckpic	2bckrep	16.0	nBackPic2	Object2Back	0.0	1.0	nbckpic_2bckrep	20	ses-s2	nbckpic_2bckrep	-0.01778831516627595	-0.016649530975339773	MDTB
biomotion	normal	16.0	emotionProcess	BodyMotionIntact	0.0	0.0	biomotion_normal	21	ses-s2	biomotion_normal	-0.0037330705672920126	-0.010365036745434503	MDTB
biomotion	scrambeled	16.0	emotionProcess	BodyMotionScram	0.0	0.0	biomotion_scrambeled	22	ses-s2	biomotion_scrambeled	0.006109963007334433	-0.007186321445509714	MDTB
respalt	easy	16.0	respAlt	RespAltEasy	0.0	0.0	respalt_easy	23	ses-s2	respalt_easy	-0.006231112274111628	0.01340710424354315	MDTB
respalt	med	16.0	respAlt	RespAltMed	0.0	0.0	respalt_med	24	ses-s2	respalt_med	-0.011039727276107737	0.014987857666111885	MDTB
respalt	diff	16.0	respAlt	RespAltDiff	0.0	0.0	respalt_diff	25	ses-s2	respalt_diff	-0.00940608096696247	0.013522676812102846	MDTB
vissearch	small	16.0	visualSearch2	VisualSearchSmall	0.0	1.0	vissearch_small	26	ses-s2	vissearch_small	-0.007946299568992312	-0.006248048223725795	MDTB
vissearch	med	16.0	visualSearch2	VisualSearchMed	0.0	1.0	vissearch_med	27	ses-s2	vissearch_med	-0.01695695199763927	-0.010233522735660527	MDTB
vissearch	large	16.0	visualSearch2	VisualSearchLarge	0.0	1.0	vissearch_large	28	ses-s2	vissearch_large	-0.0004168585850365587	0.0010862308598615705	MDTB
tom	task	16.0	ToM2	ToM	0.0	1.0	tom_task	29	ses-s2	tom_task	0.012315586774779964	0.011260903875003801	MDTB
actobserv	action	16.0	actionObservation2	VideoAct	0.0	1.0	actobserv_action	30	ses-s2	actobserv_action	0.027761114035895082	-0.014847150380188622	MDTB
actobserv	knot	16.0	actionObservation2	VideoKnots	0.0	1.0	actobserv_knot	31	ses-s2	actobserv_knot	0.027226008984991723	-0.0034401046818544464	MDTB
rest	task	16.0	rest2	rest	0.0	1.0	rest_task	32	ses-s2	rest_task	-0.028183828747147165	-0.015771174219439365	MDTB
frcspeed	lf_ls	5.0	fs	LL			frcspeed_lf_ls	1	ses-01	frcspeed_lf_ls	0.011815411363153656	0.019824015635823675	WMFS
frcspeed	lf_ms	5.0	fs	LM			frcspeed_lf_ms	2	ses-01	frcspeed_lf_ms	0.03817666275047877	0.044087502004237555	WMFS
frcspeed	lf_hs	5.0	fs	LH			frcspeed_lf_hs	3	ses-01	frcspeed_lf_hs	0.06481811966426951	0.07169064915642283	WMFS
frcspeed	mf_ls	5.0	fs	ML			frcspeed_mf_ls	4	ses-01	frcspeed_mf_ls	0.04370502490661876	0.04053817731811569	WMFS
frcspeed	hf_ls	5.0	fs	HL			frcspeed_hf_ls	5	ses-01	frcspeed_hf_ls	0.0543250167924511	0.04048982324082216	WMFS
wm	l2fencode	5.0	wm	L2F_encode			wm_l2fencode	1	ses-02	wm_l2fencode	0.03543460513996516	0.02199178681058512	WMFS
wm	l2fretriev	5.0	wm	L2F_retriev			wm_l2fretriev	2	ses-02	wm_l2fretriev	0.07957606974396597	0.05201704543249473	WMFS
wm	l2bencode	5.0	wm	L2B_encode			wm_l2bencode	3	ses-02	wm_l2bencode	0.03232763659584883	0.02443513131212935	WMFS
wm	l2bretriev	5.0	wm	L2B_retriev			wm_l2bretriev	4	ses-02	wm_l2bretriev	0.08499558210919893	0.057626286821577305	WMFS
wm	l4fencode	5.0	wm	L4F_encode			wm_l4fencode	5	ses-02	wm_l4fencode	0.03614739612547148	0.025092555739009162	WMFS
wm	l4fretriev	5.0	wm	L4F_retriev			wm_l4fretriev	6	ses-02	wm_l4fretriev	0.08058269608471445	0.058583379680029225	WMFS
wm	l4bencode	5.0	wm	L4B_encode			wm_l4bencode	7	ses-02	wm_l4bencode	0.05025585558276572	0.04460454693385511	WMFS
wm	l4bretriev	5.0	wm	L4B_retriev			wm_l4bretriev	8	ses-02	wm_l4bretriev	0.08309125296531919	0.06710992530479874	WMFS
wm	l6fencode	5.0	wm	L6F_encode			wm_l6fencode	9	ses-02	wm_l6fencode	0.056323896577479854	0.05864139564696772	WMFS
wm	l6fretriev	5.0	wm	L6F_retriev			wm_l6fretriev	10	ses-02	wm_l6fretriev	0.06764337353818223	0.06047474993929415	WMFS
wm	l6bencode	5.0	wm	L6B_encode			wm_l6bencode	11	ses-02	wm_l6bencode	0.07290971781315359	0.07643743775665317	WMFS
wm	l6bretriev	5.0	wm	L6B_retriev			wm_l6bretriev	12	ses-02	wm_l6bretriev	0.0682592974580397	0.07081967415513817	WMFS
archistandard	audiocomputation	2.0	ArchiStandard	audio_computation			archistandard_audiocomputation	1	ses-archi	archistandard_audiocomputation	-0.0003369481083527913	0.03751189264502707	IBC
archistandard	audiolhand	2.0	ArchiStandard	audio_left_hand			archistandard_audiolhand	2	ses-archi	archistandard_audiolhand	0.035380313884086106	0.045981513519166635	IBC
archistandard	audiorhand	2.0	ArchiStandard	audio_right_hand			archistandard_audiorhand	3	ses-archi	archistandard_audiorhand	0.10638930896284719	0.09912739805112078	IBC
archistandard	audiosentence	2.0	ArchiStandard	audio_sentence			archistandard_audiosentence	4	ses-archi	archistandard_audiosentence	-0.04123676484373227	0.01684111480580818	IBC
archistandard	horizontalcheckerboard	2.0	ArchiStandard	horizontal_checkerboard			archistandard_horizontalcheckerboard	5	ses-archi	archistandard_horizontalcheckerboard	0.057143678607995255	0.021527294829435197	IBC
