eval_subj	num_regions	subj_id	mname	R_train	R2_train	logalpha	train_dataset	train_ses	run	cond_num	method	cerebellum	cortex	parcellation	crossed	validate_model	type	add_rest	cortical_cerebellar_act	std_cortex	std_cerebellum	append	eval_dataset	eval_ses	splitby	subj_list	cortical_act	dataset	model	mix_param	R_eval	R2_eval	noise_Y_R	noise_Y_R2	noise_X_R	noise_X_R2	group_noiseceil_Y_upper	group_noiseceil_Y_lower	noiseceiling_Y	noiseceiling_XY	R_eval_adj	task_code	isbest	extension	group_noiseceil_Y	mean_group_noiseceil_Y
sub-21	1876	group	MDTB_all_Icosahedron1002_NNLS_A0_group	0.8847912007977822	0.7803167476211299	0.0	MDTB	all	all	all	NNLS	MNISymC3	fs32k	Icosahedron1002	half	False	CondHalf	False	avg	parcel	global	False	Social	ses-social		all	avg	MDTB	group		0.307884162903021	0.0933900598991703	0.3972607511225094	-0.205478497754981	0.8628414790424991	0.7256829580849982	0.4393159324899345	0.3288057719629003	0.6302862453857846	0.5854682348890332	1.020973990168663	all	True		0.3840608522264174	0.3015592619084832
sub-22	1876	group	MDTB_all_Icosahedron1002_NNLS_A0_group	0.8847912007977822	0.7803167476211299	0.0	MDTB	all	all	all	NNLS	MNISymC3	fs32k	Icosahedron1002	half	False	CondHalf	False	avg	parcel	global	False	Social	ses-social		all	avg	MDTB	group		0.1286845122789079	-0.0303779191108661	0.3220399137691266	-0.3559201724617467	0.8628414790424991	0.7256829580849982	0.2881365342521337	0.1663924052120341	0.5674856066625185	0.5271331857389289	0.42673042593518784	all	True		0.22726446973208392	0.3015592619084832
sub-24	1876	group	MDTB_all_Icosahedron1002_NNLS_A0_group	0.8847912007977822	0.7803167476211299	0.0	MDTB	all	all	all	NNLS	MNISymC3	fs32k	Icosahedron1002	half	False	CondHalf	False	avg	parcel	global	False	Social	ses-social		all	avg	MDTB	group		0.0581380771279879	-0.0791022870132729		-1.2250144461360235	0.8628414790424991	0.7256829580849982	0.05279530078835	-0.0736554305792213			0.19279154869941142	all	True		-0.010430064895435652	0.3015592619084832
sub-25	1876	group	MDTB_all_Icosahedron1002_NNLS_A0_group	0.8847912007977822	0.7803167476211299	0.0	MDTB	all	all	all	NNLS	MNISymC3	fs32k	Icosahedron1002	half	False	CondHalf	False	avg	parcel	global	False	Social	ses-social		all	avg	MDTB	group		0.4508272272684758	0.1921166708517999	0.6166570802353893	0.2333141604707784	0.8628414790424991	0.7256829580849982	0.5278086679968783	0.4271561053015505	0.7852751621154137	0.7294362941150737	1.4949871690735608	all	True		0.4774823866492144	0.3015592619084832
sub-26	1876	group	MDTB_all_Icosahedron1002_NNLS_A0_group	0.8847912007977822	0.7803167476211299	0.0	MDTB	all	all	all	NNLS	MNISymC3	fs32k	Icosahedron1002	half	False	CondHalf	False	avg	parcel	global	False	Social	ses-social		all	avg	MDTB	group		0.2569379397048946	0.058202987483205	0.3570840993719072	-0.2858318012561851	0.8628414790424991	0.7256829580849982	0.3869779414389365	0.2718016307315668	0.5975651423668445	0.5550738441366294	0.8520313323451155	all	True		0.32938978608525166	0.3015592619084832
sub-27	1876	group	MDTB_all_Icosahedron1002_NNLS_A0_group	0.8847912007977822	0.7803167476211299	0.0	MDTB	all	all	all	NNLS	MNISymC3	fs32k	Icosahedron1002	half	False	CondHalf	False	avg	parcel	global	False	Social	ses-social		all	avg	MDTB	group		0.4213042254304887	0.171725993419834	0.4915379570285826	-0.0169240859428347	0.8628414790424991	0.7256829580849982	0.4950375528893939	0.3904394207925515	0.701097680090715	0.6512444532186593	1.397086008117189	all	True		0.4427384868409727	0.3015592619084832
sub-01	1876	group	MDTB_all_Icosahedron1002_NNLS_A0_group	0.8847912007977822	0.7803167476211299	0.0	MDTB	all	all	all	NNLS	MNISymC3	fs32k	Icosahedron1002	half	False	CondHalf	True	avg	global	global	False	WMFS	all		all	avg	MDTB	group		0.3521566380414384	0.008462846797309	0.2937703651551469	-0.4124592696897062	0.6443810914091882	0.2887621828183764	0.5034841094354174	0.4013506766640068	0.5420058718825349	0.43508627710185166	0.7826711653258331	all	True		0.4524173930497121	0.449942010952751
sub-02	1876	group	MDTB_all_Icosahedron1002_NNLS_A0_group	0.8847912007977822	0.7803167476211299	0.0	MDTB	all	all	all	NNLS	MNISymC3	fs32k	Icosahedron1002	half	False	CondHalf	True	avg	global	global	False	WMFS	all		all	avg	MDTB	group		0.0899478020097085	0.0020502458732041	0.4463499581367414	-0.1073000837265174	0.6443810914091882	0.2887621828183764	0.3493462334766419	0.2329640953067989	0.6680942733901716	0.5363016624760721	0.1999097657479111	all	True		0.2911551643917204	0.449942010952751
sub-03	1876	group	MDTB_all_Icosahedron1002_NNLS_A0_group	0.8847912007977822	0.7803167476211299	0.0	MDTB	all	all	all	NNLS	MNISymC3	fs32k	Icosahedron1002	half	False	CondHalf	True	avg	global	global	False	WMFS	all		all	avg	MDTB	group		0.2992211780789965	0.0071682528217191	0.2009328053340298	-0.5981343893319402	0.6443810914091882	0.2887621828183764	0.3900951865188488	0.2767779470929605	0.44825529035810585	0.3598295435356192	0.6650216490018268	all	True		0.3334365668059046	0.449942010952751
sub-04	1876	group	MDTB_all_Icosahedron1002_NNLS_A0_group	0.8847912007977822	0.7803167476211299	0.0	MDTB	all	all	all	NNLS	MNISymC3	fs32k	Icosahedron1002	half	False	CondHalf	True	avg	global	global	False	WMFS	all		all	avg	MDTB	group		0.4460650538932768	0.010759478762068	0.3261012177023306	-0.3477975645953388	0.6443810914091882	0.2887621828183764	0.5993201647129351	0.5098499990517568	0.5710527276025661	0.45840316160874484	0.9913834294973595	all	True		0.5545850818823459	0.449942010952751
